sender_bank,device_type,network_type,is_peak_hour,day_of_week,total_transactions,failed_transactions,failure_rate,avg_amount
icici,ios,3g,1,monday,20,2,10.0,1054.9
icici,ios,3g,1,saturday,23,0,0.0,1598.9130434782608
icici,ios,3g,1,sunday,17,0,0.0,1145.8235294117646
icici,ios,3g,1,thursday,15,0,0.0,951.6666666666666
icici,ios,3g,1,tuesday,13,0,0.0,696.3076923076923
icici,ios,3g,1,wednesday,20,1,5.0,815.7
icici,ios,4g,0,friday,273,11,4.029304029304029,1439.3296703296703
icici,ios,4g,0,monday,272,14,5.147058823529411,1436.5220588235295
icici,ios,4g,0,saturday,270,14,5.185185185185185,1356.3148148148148
icici,ios,4g,0,sunday,292,16,5.47945205479452,1441.541095890411
icici,ios,4g,0,thursday,316,12,3.79746835443038,1299.863924050633
icici,ios,4g,0,tuesday,287,11,3.8327526132404177,1249.2752613240418
icici,ios,4g,0,wednesday,260,10,3.8461538461538463,1220.6615384615384
icici,ios,4g,1,friday,246,15,6.097560975609756,1355.69918699187
icici,ios,4g,1,monday,220,12,5.454545454545454,991.0954545454546
icici,ios,4g,1,saturday,232,14,6.0344827586206895,1164.0086206896551
icici,ios,4g,1,sunday,241,13,5.394190871369295,1586.5352697095436
icici,ios,4g,1,thursday,214,12,5.607476635514018,1483.3785046728972
icici,ios,4g,1,tuesday,229,14,6.11353711790393,1328.6637554585152
icici,ios,4g,1,wednesday,233,16,6.866952789699571,1260.7725321888413
icici,ios,5g,0,friday,98,4,4.081632653061225,1230.938775510204
icici,ios,5g,0,monday,128,9,7.03125,1345.390625
icici,ios,5g,0,saturday,109,8,7.339449541284404,1181.4311926605506
icici,ios,5g,0,sunday,107,4,3.7383177570093453,1346.588785046729
icici,ios,5g,0,thursday,110,2,1.8181818181818181,1259.918181818182
icici,ios,5g,0,tuesday,119,6,5.042016806722689,1480.0588235294117
icici,ios,5g,0,wednesday,117,6,5.128205128205128,1165.017094017094
icici,ios,5g,1,friday,75,4,5.333333333333334,1230.96
icici,ios,5g,1,monday,105,6,5.714285714285714,1224.7428571428572
icici,ios,5g,1,saturday,108,5,4.62962962962963,1112.101851851852
icici,ios,5g,1,sunday,96,5,5.208333333333334,1245.3333333333333
icici,ios,5g,1,thursday,91,4,4.395604395604396,1382.857142857143
icici,ios,5g,1,tuesday,86,5,5.813953488372093,1083.3953488372092
icici,ios,5g,1,wednesday,104,10,9.615384615384617,1171.1346153846155
icici,ios,wifi,0,friday,44,4,9.090909090909092,890.75
icici,ios,wifi,0,monday,43,1,2.3255813953488373,1121.4883720930231
icici,ios,wifi,0,saturday,46,2,4.3478260869565215,1292.5434782608695
icici,ios,wifi,0,sunday,54,3,5.555555555555555,1152.4444444444443
icici,ios,wifi,0,thursday,48,5,10.416666666666668,1480.8958333333333
icici,ios,wifi,0,tuesday,50,3,6.0,1399.82
icici,ios,wifi,0,wednesday,55,4,7.2727272727272725,1419.3272727272727
icici,ios,wifi,1,friday,36,0,0.0,1076.0555555555557
icici,ios,wifi,1,monday,45,3,6.666666666666667,1390.8666666666666
icici,ios,wifi,1,saturday,52,1,1.9230769230769231,1072.2692307692307
icici,ios,wifi,1,sunday,35,4,11.428571428571429,1089.0
icici,ios,wifi,1,thursday,38,3,7.894736842105263,1462.842105263158
icici,ios,wifi,1,tuesday,35,2,5.714285714285714,1174.0857142857142
icici,ios,wifi,1,wednesday,41,4,9.75609756097561,1079.7560975609756
icici,web,3g,0,friday,8,1,12.5,2942.5
icici,web,3g,0,monday,7,1,14.285714285714285,1420.7142857142858
icici,web,3g,0,saturday,5,1,20.0,1641.8
icici,web,3g,0,sunday,4,0,0.0,1403.75
icici,web,3g,0,thursday,5,0,0.0,1538.4
icici,web,3g,0,tuesday,2,0,0.0,4071.5
icici,web,3g,0,wednesday,6,1,16.666666666666664,1836.3333333333333
icici,web,3g,1,friday,6,0,0.0,1068.5
icici,web,3g,1,monday,5,0,0.0,619.6
icici,web,3g,1,saturday,2,0,0.0,4367.0
icici,web,3g,1,sunday,5,1,20.0,1101.2
icici,web,3g,1,thursday,5,0,0.0,1684.4
icici,web,3g,1,tuesday,5,0,0.0,1388.8
icici,web,3g,1,wednesday,4,0,0.0,2837.0
icici,web,4g,0,friday,71,4,5.633802816901409,1229.7042253521126
icici,web,4g,0,monday,74,4,5.405405405405405,1175.3108108108108
icici,web,4g,0,saturday,56,2,3.571428571428571,1317.1785714285713
icici,web,4g,0,sunday,76,1,1.3157894736842104,1226.578947368421
icici,web,4g,0,thursday,70,3,4.285714285714286,1019.5857142857143
icici,web,4g,0,tuesday,69,4,5.797101449275362,1146.5942028985507
icici,web,4g,0,wednesday,74,4,5.405405405405405,977.8378378378378
icici,web,4g,1,friday,53,4,7.547169811320755,1288.3207547169811
icici,web,4g,1,monday,60,2,3.3333333333333335,1238.2333333333333
icici,web,4g,1,saturday,66,2,3.0303030303030303,872.3181818181819
icici,web,4g,1,sunday,50,0,0.0,900.44
icici,web,4g,1,thursday,57,4,7.017543859649122,1368.8947368421052
icici,web,4g,1,tuesday,58,1,1.7241379310344827,1291.4827586206898
icici,web,4g,1,wednesday,64,3,4.6875,1376.875
icici,web,5g,0,friday,40,0,0.0,1217.4
icici,web,5g,0,monday,28,1,3.571428571428571,685.0
icici,web,5g,0,saturday,23,1,4.3478260869565215,1606.9130434782608
icici,web,5g,0,sunday,25,1,4.0,1007.52
icici,web,5g,0,thursday,23,1,4.3478260869565215,850.7826086956521
icici,web,5g,0,tuesday,31,2,6.451612903225806,1034.4516129032259
icici,web,5g,0,wednesday,25,1,4.0,1248.8
icici,web,5g,1,friday,30,0,0.0,1243.9
icici,web,5g,1,monday,35,3,8.571428571428571,1917.5428571428572
icici,web,5g,1,saturday,20,1,5.0,1513.8
icici,web,5g,1,sunday,18,1,5.555555555555555,794.2777777777778
icici,web,5g,1,thursday,20,0,0.0,2387.9
icici,web,5g,1,tuesday,29,1,3.4482758620689653,1720.5172413793102
icici,web,5g,1,wednesday,21,2,9.523809523809524,782.6190476190476
icici,web,wifi,0,friday,14,0,0.0,1494.4285714285713
icici,web,wifi,0,monday,15,1,6.666666666666667,1478.6666666666667
icici,web,wifi,0,saturday,17,0,0.0,1293.8235294117646
icici,web,wifi,0,sunday,16,0,0.0,1067.0625
icici,web,wifi,0,thursday,13,3,23.076923076923077,921.0
icici,web,wifi,0,tuesday,12,1,8.333333333333332,1538.4166666666667
icici,web,wifi,0,wednesday,9,0,0.0,1986.4444444444443
icici,web,wifi,1,friday,16,0,0.0,965.375
icici,web,wifi,1,monday,7,0,0.0,2685.714285714286
icici,web,wifi,1,saturday,7,0,0.0,816.0
icici,web,wifi,1,sunday,8,2,25.0,1638.75
icici,web,wifi,1,thursday,13,2,15.384615384615385,1039.4615384615386
icici,web,wifi,1,tuesday,5,0,0.0,437.4
icici,web,wifi,1,wednesday,9,0,0.0,1120.2222222222222
indusind,android,3g,0,friday,83,6,7.228915662650602,1332.8192771084337
indusind,android,3g,0,monday,78,6,7.6923076923076925,1224.576923076923
indusind,android,3g,0,saturday,76,3,3.9473684210526314,1166.3026315789473
indusind,android,3g,0,sunday,68,5,7.352941176470589,1223.4705882352941
indusind,android,3g,0,thursday,73,6,8.21917808219178,1119.7808219178082
indusind,android,3g,0,tuesday,94,7,7.446808510638298,1061.468085106383
indusind,android,3g,0,wednesday,70,3,4.285714285714286,1082.942857142857
indusind,android,3g,1,friday,73,6,8.21917808219178,1381.4109589041095
indusind,android,3g,1,monday,47,5,10.638297872340425,1415.276595744681
indusind,android,3g,1,saturday,57,2,3.508771929824561,1404.0
indusind,android,3g,1,sunday,65,6,9.230769230769232,1106.2615384615385
indusind,android,3g,1,thursday,61,4,6.557377049180328,1574.672131147541
indusind,android,3g,1,tuesday,53,3,5.660377358490567,1345.188679245283
indusind,android,3g,1,wednesday,54,0,0.0,1135.462962962963
indusind,android,4g,0,friday,915,38,4.1530054644808745,1367.1322404371585
indusind,android,4g,0,monday,950,48,5.052631578947368,1234.483157894737
indusind,android,4g,0,saturday,867,43,4.959630911188005,1316.4717416378317
indusind,android,4g,0,sunday,838,42,5.011933174224343,1378.8126491646779
indusind,android,4g,0,thursday,896,45,5.022321428571429,1342.1997767857142
indusind,android,4g,0,tuesday,840,30,3.571428571428571,1356.1392857142857
indusind,android,4g,0,wednesday,900,37,4.111111111111112,1257.0266666666666
indusind,android,4g,1,friday,702,46,6.552706552706552,1256.1509971509972
indusind,android,4g,1,monday,738,50,6.775067750677506,1289.1883468834687
indusind,android,4g,1,saturday,752,36,4.787234042553192,1263.1289893617022
indusind,android,4g,1,sunday,773,40,5.17464424320828,1266.2768434670115
indusind,android,4g,1,thursday,743,36,4.8452220726783315,1151.0659488559893
indusind,android,4g,1,tuesday,773,25,3.2341526520051747,1277.3156532988357
indusind,android,4g,1,wednesday,729,42,5.761316872427984,1278.7668038408779
indusind,android,5g,0,friday,345,13,3.768115942028986,1450.6782608695653
indusind,android,5g,0,monday,382,31,8.115183246073299,1198.4842931937173
indusind,android,5g,0,saturday,355,18,5.070422535211268,1393.1267605633802
indusind,android,5g,0,sunday,386,20,5.181347150259067,1263.4533678756477
indusind,android,5g,0,thursday,343,11,3.206997084548105,1267.3002915451896
indusind,android,5g,0,tuesday,346,19,5.491329479768786,1363.6098265895953
indusind,android,5g,0,wednesday,350,22,6.2857142857142865,1357.8857142857144
indusind,android,5g,1,friday,288,13,4.513888888888888,1078.5034722222222
indusind,android,5g,1,monday,317,12,3.7854889589905363,1336.5110410094637
indusind,android,5g,1,saturday,284,21,7.394366197183098,1385.8415492957747
indusind,android,5g,1,sunday,323,24,7.430340557275541,1389.3622291021672
indusind,android,5g,1,thursday,293,13,4.436860068259386,1366.0784982935154
indusind,android,5g,1,tuesday,319,21,6.583072100313479,1322.090909090909
indusind,android,5g,1,wednesday,311,13,4.180064308681672,1291.6109324758843
indusind,android,wifi,0,friday,162,5,3.0864197530864197,1407.0617283950617
indusind,android,wifi,0,monday,162,3,1.8518518518518516,1407.3024691358025
indusind,android,wifi,0,saturday,125,6,4.8,1349.192
indusind,android,wifi,0,sunday,153,8,5.228758169934641,1296.1699346405228
indusind,android,wifi,0,thursday,149,10,6.7114093959731544,1726.0805369127518
indusind,android,wifi,0,tuesday,142,3,2.112676056338028,1445.8309859154929
indusind,android,wifi,0,wednesday,152,3,1.9736842105263157,1246.8223684210527
indusind,android,wifi,1,friday,129,7,5.426356589147287,1458.984496124031
indusind,android,wifi,1,monday,113,3,2.6548672566371683,1182.8318584070796
indusind,android,wifi,1,saturday,128,10,7.8125,1311.6953125
indusind,android,wifi,1,sunday,110,5,4.545454545454546,1573.3818181818183
indusind,android,wifi,1,thursday,139,7,5.0359712230215825,1361.8489208633093
indusind,android,wifi,1,tuesday,139,5,3.597122302158273,1230.7841726618706
indusind,android,wifi,1,wednesday,119,8,6.722689075630252,1373.3949579831933
indusind,ios,3g,0,friday,21,0,0.0,1253.5238095238096
indusind,ios,3g,0,monday,15,1,6.666666666666667,2574.8
indusind,ios,3g,0,saturday,25,0,0.0,1342.0
indusind,ios,3g,0,sunday,16,1,6.25,1133.0625
indusind,ios,3g,0,thursday,11,0,0.0,839.7272727272727
indusind,ios,3g,0,tuesday,14,0,0.0,840.7142857142857
indusind,ios,3g,0,wednesday,20,0,0.0,1772.3
indusind,ios,3g,1,friday,14,1,7.142857142857142,915.5
indusind,ios,3g,1,monday,9,0,0.0,392.0
indusind,ios,3g,1,saturday,16,2,12.5,724.4375
indusind,ios,3g,1,sunday,16,0,0.0,1186.5
indusind,ios,3g,1,thursday,17,1,5.88235294117647,1028.8823529411766
indusind,ios,3g,1,tuesday,19,1,5.263157894736842,1498.578947368421
indusind,ios,3g,1,wednesday,17,1,5.88235294117647,1149.3529411764705
indusind,ios,4g,0,friday,212,14,6.60377358490566,1138.2735849056603
indusind,ios,4g,0,monday,252,10,3.968253968253968,1189.126984126984
indusind,ios,4g,0,saturday,239,13,5.439330543933055,1200.8744769874477
indusind,ios,4g,0,sunday,232,12,5.172413793103448,1306.6163793103449
indusind,ios,4g,0,thursday,238,14,5.88235294117647,1206.8193277310925
indusind,ios,4g,0,tuesday,206,15,7.281553398058252,1370.0970873786407
indusind,ios,4g,0,wednesday,245,10,4.081632653061225,1505.3142857142857
indusind,ios,4g,1,friday,169,6,3.5502958579881656,1230.7041420118344
indusind,ios,4g,1,monday,197,13,6.598984771573605,1227.228426395939
indusind,ios,4g,1,saturday,194,6,3.0927835051546393,1414.6546391752577
indusind,ios,4g,1,sunday,215,15,6.976744186046512,1252.9302325581396
indusind,ios,4g,1,thursday,191,6,3.1413612565445024,1321.931937172775
indusind,ios,4g,1,tuesday,176,9,5.113636363636364,1204.4772727272727
indusind,ios,4g,1,wednesday,210,9,4.285714285714286,1508.057142857143
indusind,ios,5g,0,friday,104,3,2.8846153846153846,1846.375
indusind,ios,5g,0,monday,84,5,5.952380952380952,1485.4761904761904
indusind,ios,5g,0,saturday,86,4,4.651162790697675,1363.5116279069769
indusind,ios,5g,0,sunday,118,0,0.0,1217.5084745762713
indusind,ios,5g,0,thursday,97,5,5.154639175257731,1251.278350515464
indusind,ios,5g,0,tuesday,108,4,3.7037037037037033,1527.7777777777778
indusind,ios,5g,0,wednesday,91,5,5.4945054945054945,1228.6263736263736
indusind,ios,5g,1,friday,75,2,2.666666666666667,1143.48
indusind,ios,5g,1,monday,98,5,5.1020408163265305,1117.0510204081634
indusind,ios,5g,1,saturday,81,5,6.172839506172839,1285.2962962962963
indusind,ios,5g,1,sunday,82,2,2.4390243902439024,1269.439024390244
indusind,ios,5g,1,thursday,73,1,1.36986301369863,1191.4931506849316
indusind,ios,5g,1,tuesday,91,4,4.395604395604396,1256.8241758241759
indusind,ios,5g,1,wednesday,89,3,3.3707865168539324,1357.6629213483145
indusind,ios,wifi,0,friday,36,3,8.333333333333332,1215.6944444444443
indusind,ios,wifi,0,monday,47,2,4.25531914893617,1188.340425531915
indusind,ios,wifi,0,saturday,34,4,11.76470588235294,1607.7941176470588
indusind,ios,wifi,0,sunday,42,2,4.761904761904762,1595.857142857143
indusind,ios,wifi,0,thursday,36,3,8.333333333333332,1224.5277777777778
indusind,ios,wifi,0,tuesday,26,1,3.8461538461538463,1368.576923076923
indusind,ios,wifi,0,wednesday,42,3,7.142857142857142,1162.904761904762
indusind,ios,wifi,1,friday,32,0,0.0,944.8125
indusind,ios,wifi,1,monday,32,0,0.0,1891.0
indusind,ios,wifi,1,saturday,43,1,2.3255813953488373,1431.4883720930231
indusind,ios,wifi,1,sunday,35,2,5.714285714285714,893.6285714285714
indusind,ios,wifi,1,thursday,27,1,3.7037037037037033,1060.8148148148148
indusind,ios,wifi,1,tuesday,32,2,6.25,1152.125
indusind,ios,wifi,1,wednesday,30,0,0.0,1069.4
indusind,web,3g,0,friday,6,0,0.0,1192.3333333333333
indusind,web,3g,0,monday,4,0,0.0,671.0
indusind,web,3g,0,saturday,3,0,0.0,822.0
indusind,web,3g,0,sunday,7,0,0.0,1446.2857142857142
indusind,web,3g,0,thursday,4,1,25.0,934.5
indusind,web,3g,0,tuesday,2,0,0.0,1333.5
indusind,web,3g,0,wednesday,4,0,0.0,1087.75
indusind,web,3g,1,friday,5,0,0.0,3334.2
indusind,web,3g,1,monday,7,1,14.285714285714285,1735.857142857143
indusind,web,3g,1,saturday,5,0,0.0,612.4
indusind,web,3g,1,sunday,6,0,0.0,354.6666666666667
indusind,web,3g,1,thursday,1,0,0.0,340.0
indusind,web,3g,1,tuesday,6,0,0.0,1282.3333333333333
indusind,web,3g,1,wednesday,7,0,0.0,1301.4285714285713
indusind,web,4g,0,friday,49,2,4.081632653061225,1377.8163265306123
indusind,web,4g,0,monday,68,3,4.411764705882353,1427.4705882352941
indusind,web,4g,0,saturday,49,2,4.081632653061225,1757.7142857142858
indusind,web,4g,0,sunday,62,1,1.6129032258064515,1423.032258064516
indusind,web,4g,0,thursday,52,1,1.9230769230769231,1016.8076923076923
indusind,web,4g,0,tuesday,59,4,6.779661016949152,1314.3050847457628
indusind,web,4g,0,wednesday,61,1,1.639344262295082,1236.655737704918
indusind,web,4g,1,friday,44,5,11.363636363636363,1233.9318181818182
indusind,web,4g,1,monday,53,2,3.7735849056603774,1282.132075471698
indusind,web,4g,1,saturday,51,2,3.9215686274509802,1193.078431372549
indusind,web,4g,1,sunday,52,1,1.9230769230769231,1454.0192307692307
indusind,web,4g,1,thursday,59,5,8.47457627118644,1535.593220338983
indusind,web,4g,1,tuesday,47,2,4.25531914893617,1023.0212765957447
indusind,web,4g,1,wednesday,45,3,6.666666666666667,1211.2666666666667
indusind,web,5g,0,friday,18,2,11.11111111111111,943.2777777777778
indusind,web,5g,0,monday,17,0,0.0,1200.2941176470588
indusind,web,5g,0,saturday,17,1,5.88235294117647,1069.8235294117646
indusind,web,5g,0,sunday,30,2,6.666666666666667,986.2
indusind,web,5g,0,thursday,28,2,7.142857142857142,915.5357142857143
indusind,web,5g,0,tuesday,19,1,5.263157894736842,1722.0526315789473
indusind,web,5g,0,wednesday,24,1,4.166666666666666,1839.3333333333333
indusind,web,5g,1,friday,26,0,0.0,2010.3461538461538
indusind,web,5g,1,monday,25,0,0.0,1852.84
indusind,web,5g,1,saturday,18,2,11.11111111111111,1041.2777777777778
indusind,web,5g,1,sunday,22,0,0.0,915.7727272727273
indusind,web,5g,1,thursday,26,2,7.6923076923076925,1137.7307692307693
indusind,web,5g,1,tuesday,27,1,3.7037037037037033,1238.3333333333333
indusind,web,5g,1,wednesday,27,3,11.11111111111111,1791.8148148148148
indusind,web,wifi,0,friday,7,0,0.0,1247.4285714285713
indusind,web,wifi,0,monday,10,0,0.0,650.5
indusind,web,wifi,0,saturday,13,0,0.0,1364.5384615384614
indusind,web,wifi,0,sunday,11,1,9.090909090909092,736.7272727272727
indusind,web,wifi,0,thursday,8,1,12.5,1241.875
indusind,web,wifi,0,tuesday,9,0,0.0,1918.2222222222222
indusind,web,wifi,0,wednesday,14,1,7.142857142857142,889.9285714285714
indusind,web,wifi,1,friday,6,1,16.666666666666664,1262.1666666666667
indusind,web,wifi,1,monday,9,0,0.0,1505.888888888889
indusind,web,wifi,1,saturday,5,1,20.0,2831.4
indusind,web,wifi,1,sunday,4,0,0.0,906.0
indusind,web,wifi,1,thursday,10,3,30.0,2121.4
indusind,web,wifi,1,tuesday,9,0,0.0,1453.7777777777778
indusind,web,wifi,1,wednesday,7,0,0.0,1607.142857142857
kotak,android,3g,0,friday,52,4,7.6923076923076925,1781.0961538461538
kotak,android,3g,0,monday,58,1,1.7241379310344827,999.6206896551724
kotak,android,3g,0,saturday,49,5,10.204081632653061,1262.9591836734694
kotak,android,3g,0,sunday,55,4,7.2727272727272725,1192.3454545454545
kotak,android,3g,0,thursday,62,1,1.6129032258064515,1315.9516129032259
kotak,android,3g,0,tuesday,65,3,4.615384615384616,1276.9076923076923
kotak,android,3g,0,wednesday,60,3,5.0,1455.0166666666667
kotak,android,3g,1,friday,52,1,1.9230769230769231,1834.6538461538462
kotak,android,3g,1,monday,57,5,8.771929824561402,1471.982456140351
kotak,android,3g,1,saturday,45,0,0.0,1145.6444444444444
kotak,android,3g,1,sunday,55,4,7.2727272727272725,1018.9272727272727
kotak,android,3g,1,thursday,39,1,2.564102564102564,1596.871794871795
kotak,android,3g,1,tuesday,43,4,9.30232558139535,973.3720930232558
kotak,android,3g,1,wednesday,45,2,4.444444444444445,1013.0666666666667
kotak,android,4g,0,friday,685,24,3.5036496350364965,1386.5284671532847
kotak,android,4g,0,monday,646,24,3.7151702786377707,1216.9705882352941
kotak,android,4g,0,saturday,658,33,5.015197568389058,1381.1747720364742
kotak,android,4g,0,sunday,709,52,7.334273624823695,1329.0380818053598
kotak,android,4g,0,thursday,714,38,5.322128851540616,1291.6358543417366
kotak,android,4g,0,tuesday,695,33,4.748201438848921,1224.9870503597122
kotak,android,4g,0,wednesday,687,40,5.822416302765648,1238.604075691412
kotak,android,4g,1,friday,609,32,5.254515599343185,1242.6108374384237
kotak,android,4g,1,monday,645,28,4.341085271317829,1418.9302325581396
kotak,android,4g,1,saturday,556,28,5.0359712230215825,1341.0161870503598
kotak,android,4g,1,sunday,584,19,3.2534246575342465,1249.8852739726028
kotak,android,4g,1,thursday,590,30,5.084745762711865,1280.2118644067796
kotak,android,4g,1,tuesday,592,28,4.72972972972973,1347.9054054054054
kotak,android,4g,1,wednesday,584,26,4.4520547945205475,1390.8082191780823
kotak,android,5g,0,friday,262,16,6.106870229007633,1172.618320610687
kotak,android,5g,0,monday,310,16,5.161290322580645,1319.9354838709678
kotak,android,5g,0,saturday,287,17,5.923344947735192,1181.5365853658536
kotak,android,5g,0,sunday,339,16,4.71976401179941,1275.0737463126843
kotak,android,5g,0,thursday,250,9,3.5999999999999996,1184.752
kotak,android,5g,0,tuesday,295,18,6.101694915254238,1482.786440677966
kotak,android,5g,0,wednesday,293,16,5.460750853242321,1535.5392491467576
kotak,android,5g,1,friday,241,12,4.979253112033195,1254.402489626556
kotak,android,5g,1,monday,268,12,4.477611940298507,1380.2723880597016
kotak,android,5g,1,saturday,229,14,6.11353711790393,1337.0
kotak,android,5g,1,sunday,270,14,5.185185185185185,1233.7259259259258
kotak,android,5g,1,thursday,259,11,4.247104247104247,1365.6177606177607
kotak,android,5g,1,tuesday,241,14,5.809128630705394,1457.8755186721992
kotak,android,5g,1,wednesday,250,13,5.2,1269.66
kotak,android,wifi,0,friday,118,11,9.322033898305085,1195.8474576271187
kotak,android,wifi,0,monday,110,4,3.6363636363636362,1290.3727272727272
kotak,android,wifi,0,saturday,115,9,7.82608695652174,950.4521739130435
kotak,android,wifi,0,sunday,103,6,5.825242718446602,1239.6990291262136
kotak,android,wifi,0,thursday,129,5,3.875968992248062,1232.6666666666667
kotak,android,wifi,0,tuesday,113,3,2.6548672566371683,1764.6637168141592
kotak,android,wifi,0,wednesday,123,6,4.878048780487805,1041.9105691056911
kotak,android,wifi,1,friday,97,7,7.216494845360824,1308.278350515464
kotak,android,wifi,1,monday,99,1,1.0101010101010102,1171.2121212121212
kotak,android,wifi,1,saturday,107,6,5.607476635514018,1113.822429906542
kotak,android,wifi,1,sunday,96,7,7.291666666666667,1463.7708333333333
kotak,android,wifi,1,thursday,94,8,8.51063829787234,1353.7659574468084
kotak,android,wifi,1,tuesday,92,6,6.521739130434782,1299.3152173913043
kotak,android,wifi,1,wednesday,104,3,2.8846153846153846,1583.3461538461538
kotak,ios,3g,0,friday,8,0,0.0,2165.0
kotak,ios,3g,0,monday,10,0,0.0,1178.7
kotak,ios,3g,0,saturday,13,2,15.384615384615385,537.5384615384615
kotak,ios,3g,0,sunday,16,1,6.25,1901.0625
kotak,ios,3g,0,thursday,26,3,11.538461538461538,1033.3461538461538
kotak,ios,3g,0,tuesday,21,1,4.761904761904762,1363.095238095238
kotak,ios,3g,0,wednesday,15,1,6.666666666666667,845.1333333333333
kotak,ios,3g,1,friday,17,0,0.0,1309.0588235294117
kotak,ios,3g,1,monday,13,0,0.0,1671.076923076923
kotak,ios,3g,1,saturday,14,0,0.0,1553.5
kotak,ios,3g,1,sunday,19,0,0.0,693.1578947368421
kotak,ios,3g,1,thursday,10,1,10.0,3183.4
kotak,ios,3g,1,tuesday,19,0,0.0,1222.0
kotak,ios,3g,1,wednesday,8,1,12.5,2542.125
kotak,ios,4g,0,friday,179,7,3.910614525139665,1325.7709497206704
kotak,ios,4g,0,monday,201,12,5.970149253731343,1355.233830845771
kotak,ios,4g,0,saturday,171,7,4.093567251461988,1149.8830409356726
kotak,ios,4g,0,sunday,200,15,7.5,1326.19
kotak,ios,4g,0,thursday,179,8,4.4692737430167595,1480.9441340782123
kotak,ios,4g,0,tuesday,192,10,5.208333333333334,1142.984375
kotak,ios,4g,0,wednesday,177,9,5.084745762711865,1066.5593220338983
kotak,ios,4g,1,friday,150,6,4.0,1481.42
kotak,ios,4g,1,monday,169,10,5.9171597633136095,1184.378698224852
kotak,ios,4g,1,saturday,160,14,8.75,1329.2375
kotak,ios,4g,1,sunday,167,6,3.592814371257485,1224.1377245508982
kotak,ios,4g,1,thursday,163,2,1.2269938650306749,1497.8343558282209
kotak,ios,4g,1,tuesday,136,6,4.411764705882353,1427.3676470588234
kotak,ios,4g,1,wednesday,158,8,5.063291139240507,1220.9177215189873
kotak,ios,5g,0,friday,71,2,2.8169014084507045,1333.6901408450703
kotak,ios,5g,0,monday,83,2,2.4096385542168677,1006.0
kotak,ios,5g,0,saturday,69,5,7.246376811594203,1299.6376811594203
kotak,ios,5g,0,sunday,87,3,3.4482758620689653,1719.103448275862
kotak,ios,5g,0,thursday,78,3,3.8461538461538463,1378.8333333333333
kotak,ios,5g,0,tuesday,80,0,0.0,2074.5875
kotak,ios,5g,0,wednesday,86,4,4.651162790697675,1464.6976744186047
kotak,ios,5g,1,friday,58,1,1.7241379310344827,1980.1206896551723
kotak,ios,5g,1,monday,52,2,3.8461538461538463,1315.0576923076924
kotak,ios,5g,1,saturday,63,1,1.5873015873015872,1078.7142857142858
kotak,ios,5g,1,sunday,81,3,3.7037037037037033,1374.4197530864199
kotak,ios,5g,1,thursday,76,3,3.9473684210526314,1293.1315789473683
kotak,ios,5g,1,tuesday,70,3,4.285714285714286,1261.057142857143
kotak,ios,5g,1,wednesday,74,7,9.45945945945946,1642.7027027027027
kotak,ios,wifi,0,friday,32,3,9.375,1366.34375
kotak,ios,wifi,0,monday,37,0,0.0,1318.5945945945946
kotak,ios,wifi,0,saturday,23,1,4.3478260869565215,678.9565217391304
kotak,ios,wifi,0,sunday,37,4,10.81081081081081,1052.1081081081081
kotak,ios,wifi,0,thursday,34,0,0.0,1605.4705882352941
kotak,ios,wifi,0,tuesday,32,1,3.125,1296.875
kotak,ios,wifi,0,wednesday,39,4,10.256410256410255,1442.923076923077
kotak,ios,wifi,1,friday,18,2,11.11111111111111,1281.2777777777778
kotak,ios,wifi,1,monday,19,0,0.0,1305.157894736842
kotak,ios,wifi,1,saturday,13,0,0.0,1645.8461538461538
kotak,ios,wifi,1,sunday,20,0,0.0,1788.9
kotak,ios,wifi,1,thursday,29,2,6.896551724137931,1411.103448275862
kotak,ios,wifi,1,tuesday,31,0,0.0,1288.967741935484
kotak,ios,wifi,1,wednesday,19,0,0.0,1764.3684210526317
kotak,web,3g,0,monday,4,0,0.0,4097.75
kotak,web,3g,0,saturday,6,0,0.0,1146.8333333333333
kotak,web,3g,0,sunday,1,0,0.0,706.0
kotak,web,3g,0,thursday,6,0,0.0,2156.8333333333335
kotak,web,3g,0,tuesday,3,0,0.0,1171.6666666666667
kotak,web,3g,0,wednesday,4,1,25.0,132.75
kotak,web,3g,1,friday,2,0,0.0,264.5
kotak,web,3g,1,monday,1,0,0.0,373.0
kotak,web,3g,1,saturday,3,0,0.0,1865.3333333333333
kotak,web,3g,1,sunday,2,0,0.0,386.0
kotak,web,3g,1,thursday,5,0,0.0,922.2
kotak,web,3g,1,tuesday,4,0,0.0,1581.0
kotak,web,3g,1,wednesday,4,1,25.0,409.0
kotak,web,4g,0,friday,56,2,3.571428571428571,1202.875
kotak,web,4g,0,monday,39,3,7.6923076923076925,803.0512820512821
kotak,web,4g,0,saturday,44,3,6.8181818181818175,1036.7954545454545
kotak,web,4g,0,sunday,47,2,4.25531914893617,1034.212765957447
kotak,web,4g,0,thursday,44,2,4.545454545454546,1547.090909090909
kotak,web,4g,0,tuesday,45,3,6.666666666666667,940.1111111111111
kotak,web,4g,0,wednesday,62,4,6.451612903225806,1418.225806451613
kotak,web,4g,1,friday,38,0,0.0,1651.5526315789473
kotak,web,4g,1,monday,47,5,10.638297872340425,1286.5106382978724
kotak,web,4g,1,saturday,33,3,9.090909090909092,1037.7878787878788
kotak,web,4g,1,sunday,39,0,0.0,1531.5897435897436
